epochs,epochs_number,loss
1,1,0.080102026189576
5,,0.078150978803149
5,,0.076643179433746
5,,0.075877608805592
5,,0.075795653350619
5,,0.074565536777756
10,,0.074622340918489
10,,0.07510434386168
10,,0.074231721558312
10,,0.073913128795787
10,,0.074380670684165
10,,0.074191126024595
10,,0.074676290808739
10,,0.073233275821335
10,,0.072419907623649
10,,0.072613959791321
20,1,0.07251038995289
20,2,0.071476066541918
20,3,0.071393257324936
20,4,0.071367698718067
20,5,0.070541154561815
20,6,0.070716489919936
20,7,0.070940340369481
20,8,0.070111244266967
20,9,0.069779092706491
20,10,0.069985057290954
20,11,0.070197961011246
20,12,0.069744978488948
20,13,0.069240529039254
20,14,0.069625605132802
20,15,0.067854075536336
20,16,0.06825745110943
20,17,0.069115790779783
20,18,0.068325291091739
20,19,0.067907110292071
20,20,0.068292318414068
40,,0.067178818768507
40,,0.067317344425948
40,,0.067052399242954
40,,0.067200432818326
40,,0.068273481203654
40,,0.067575559873642
40,,0.066609386674243
40,,0.068041177937183
40,,0.066123210781967
40,,0.06664927804035
40,,0.066499601684535
40,,0.066866854888716
40,,0.065919211770723
40,,0.065829989159392
40,,0.066350479878097
40,,0.065089106995219
40,,0.065266554100062
40,,0.065310690468586
40,,0.064467682847366
40,,0.063938824331546
40,,0.065696468818895
40,,0.064675978412806
40,,0.063938417407221
40,,0.063553581855418
40,,0.063873152383697
40,,0.064187146383131
40,,0.063277117195224
40,,0.062435538016474
40,,0.062441349014376
40,,0.06262794299055
40,,0.061691742194326
40,,0.062416224991488
40,,0.061494145045172
40,,0.061453288667474
40,,0.061622824336804
40,,0.061952440065418
40,,0.06057035886607
40,,0.060114133044726
40,,0.060313614709809
40,,0.060874078296045
80,,0.05982852275027
80,,0.060284132071275
80,,0.060152202773125
80,,0.060031090899067
80,,0.05960503180478
80,,0.05878603054353
80,,0.059266386834748
80,,0.059075621612355
80,,0.058754642612368
80,,0.058037131938105
80,,0.058593975748909
80,,0.058397058907741
80,,0.057331414837482
80,,0.057908576969778
80,,0.057461719388019
80,,0.057780163955701
80,,0.057410594027172
80,,0.058189025831737
80,,0.05616212848224
80,,0.057797474450291
80,,0.05690030980228
80,,0.057527000690597
80,,0.057573540069598
80,,0.056830191902988
80,,0.057168227906671
80,,0.056001952911886
80,,0.05683840391494
80,,0.056136176510064
80,,0.055523421424711
80,,0.05561807712442
80,,0.05581443482757
80,,0.054995778907989
80,,0.056065726485813
80,,0.054961486385638
80,,0.053705118255331
80,,0.05474739524775
80,,0.054649811673516
80,,0.05546331502807
80,,0.054376860964078
80,,0.053672073677065
80,,0.053458134331487
80,,0.053476857241892
80,,0.052367656843482
80,,0.05466840004992
80,,0.053669024644488
80,,0.053272333177033
80,,0.054947908301536
80,,0.053132702784158
80,,0.053620098385658
80,,0.053019708176838
80,,0.053859026157456
80,,0.053342930173139
80,,0.052123589026838
80,,0.053297510712377
80,,0.051746422164391
80,,0.05109618420031
80,,0.053343280333095
80,,0.052020677297389
80,,0.05275513240312
80,,0.051152736236707
80,,0.05395266261709
80,,0.051079535504246
80,,0.0510200076076
80,,0.051625306498965
80,,0.049037972605438
80,,0.051392945716351
80,,0.05109277874877
80,,0.0513969360558
80,,0.051183643216534
80,,0.051632204587271
80,,0.050593136582013
80,,0.051315377185549
80,,0.050587941839637
80,,0.050569441677544
80,,0.048894968061478
80,,0.049706126845708
80,,0.049340741722415
80,,0.051120287009444
80,,0.049734716469654
80,,0.05036594808496
